label,username,tweet
negatif,HongYam1,"Setuju mbak @_Rizmaya__ . Karena kualitas kadernya goblok, bodoh, tolol dan dungu makanya bisa terpilih bocil menjadi ketumnya. Tinggal kita saksikan saja nyungsepnya partai ini di pemilu thn 2024."
negatif,DavidHaris10,@democrazymedia Pernyataan ini menyiratkan bahwa pemilu 2024 bakal dicurangi kembali oleh pihak yg sama demi melanggengkan kekuasaan. Hanya orang bodoh yg cuma bisa manut dan ga bisa menilai dibalik ucapan vulgar spt ini..
negatif,Yedi_ExTKI,@liputan6dotcom Cuma buruh tolol yg mo coblos kader/partai penggagas/pendukung UU CILAKA OMNIBUSLAW di PEMILU 2024...kan sdh paham kayak apa jadinya nasib buruh sekarang.
negatif,Yedi_ExTKI,@iwanfals Cuma buruh tolol aja yg mo coblos👉 capres/parpol penggagas/pendukung UU CILAKA OMNIBUSLAW di PEMILU 2024 👉kan buruh sendiri yg merasakan kayak apa setelah diberlakukan UU CILAKA OMNIBUSLAW dibandingkan UU ketenagakerjaan sebelumnya yg sdh terbukti membuat buruh nyaman hidupnya.
negatif,Yedi_ExTKI,@HelmiFelis_ Cuma buruh tolol aja yg mo coblos kader/parpol penggagas/pendukung UU CILAKA OMNIBUSLAW di PEMILU 2024.
negatif,Yedi_ExTKI,@AlnilamOmar @vanc1Bozz Waduh energi + biaya habis untuk demo berjilid-jilid tolak UU CILAKA OMNIBUSLAW ko bisa2nya malah ngejar2 capres dari parpol penggagas UU CILAKA OMNIBUSLAW...tolol aja klo PEMILU 2024 buruh coblos capres dari parpol penggagas UU CILAKA OMNIBUSLAW.
negatif,DilanDaewokas,"@t0N1H3R5_4N Sebagai Presiden, Jokowi berkewajiban memastikan kalau Pilpres 2024 harus aman dari segala macam kecurangan politik!""  Jokowi mengundang para ketua Parpol demi lancarnya proses Pemilu &amp  pilpres. Dan itu hal yg wajar!"" Belajar lagi etika bernegara biar gak tolol!"""""
negatif,Yedi_ExTKI,@papa_loren Cuma buruh tolol dan bodoh aja yg coblos capres/parpol di pemilu 2024 penggagas UU CILAKA OMNIBUSLAW padahal buruh sendiri yg merasakan ruginya UU CILAKA OMNIBUSLAW dibandingkan UU ketenagakerjaan sebelumnya.
negatif,Kunkun14045,"@Nyi_Maheswari @Puspen_TNI @DivHumas_Polri Nambah lagi buzzer cebong tolol ini udah jelas Pemilu 2019 nyata curang mau ngeles gmnh pun kgk bisa bong gw yakin 2024 pasti bakal terjadi tuh namanya kardus di gembok"""
negatif,BenyZamrony,"@TonyAlvito @ruhutsitompul Orang yg meghina orang lain TOLOL, PKI, KAFIR, faktanya di pemilu 2014 kalah, lalu lanjut  Orang yg mengaku paling dkt dg TUHAN, di bantu org yg ngaku ustadzah NENO WARISMAN, AMIN RAIS, DLL faktanya kalah lg, TRUS di 2024 menghina lg dg kata2 yg sama TOLOL, sptnya kami menang lg!"
negatif,endang_maulani,@KangDickyAjah Tulul tuh artinya “tolol” kan?….🙈🤭☺️.                                   Ntu lg diskusi masalah tak tik pemenangan pemilu 2024 sm boss besar nya ya?              Kata boss: Ude pake yg model dl aja. Itu kan terbukti sukses! ……😝
negatif,HongYam1,"Setuju mbak @_Rizmaya__ . Karena kualitas kadernya goblok, bodoh, tolol dan dungu makanya bisa terpilih bocil menjadi ketumnya. Tinggal kita saksikan saja nyungsepnya partai ini di pemilu thn 2024."
negatif,ArdoyantoE,"DiPEMILU 2024 ini kelihatan orang2 yang TOLOL,GOBLOK n GAK SEKOLAH.......sudah tahu no 3 kenapa masih diJEGAL juga lewat MK,MA(MBEGAL DEMOKRAT),KPK n KEJAGUNG!NEGARA ini RUSAK atau ACAK KADUT tidak perlu tunggu 2030 tapi setelah PEMILU 2024 juga sudah KELIHATAN n BISA DILIHAT! https://t.co/m6sLRD1HI0"
negatif,Azlasy,@Joe_58w @msaid_didu @PDemokrat G akan kejadian 3 periode. G usah tolol tololan kelihatan bngt diluar substansi. Apalagi pake bilang komunis. Tahapan pemilu sdg berjalan dan akan digelas 14 feb 2024. Kl mmng bukti nya ada yaa rakyat pasti milih sby kok. Cm mw tanya @SBYudhoyono mmng mw maju lagi?
negatif,catatankaqihati,STOP Sebar Hoax! Stop bikin gaduh!  Masyarakat harus bekerja sama jaga stabilitas termasuk di Media sosial.  Saatnya adu Gagasan membangun negeri melalu Pemilu 2024 yg bersih aman dan damai!  #SudirmanCup2023 #PawaiKemenanganEmas Gibran Mahalini Desta Tidur Ayam Tolol BTS Nasdem https://t.co/S5nwZ0ZRwh
negatif,doleynwa,"@papa_loren PEMILU 2019 DI SUDAH DI ATUR OLEH PKI, MASA 2024 MAU MAKAN KORBAN LAGI , INDONESIA JGN TOLOL BGT APEEEEEE"""
negatif,Marnischaniago2,@sarah_enjeuLL @tawajkt Orang bodoh tolol bin dungu akan beralasan dicurangi kalau kalah...gak pernah sadar kalau mereka tidak didukung rakyat karena tolol bodoh bin dungu...di 2024 pun akan begitu...pemilu/pilpres itu jujur dgn syarat kaum kampret bin kadrun itu menang...kalah berarti curang...!!! 😀
negatif,WarnaIndonesia8,"Jangan Ada Polarisasi di Pemilu 2024, Golkar Ingin Pemilu 2024 lebih baik 👍 #kadrun #cebong #polarisasi #pemilu2024 #capres #airlangga #airlanggahartarto #golkar #golkarindonesia #oposisi erina tukeran tolol axelsenaang giselle cakep banget kiboy muhaimin blacklist ginting https://t.co/8p0RddF5ab"
negatif,AKomunikasi,"Selalu berhati-hati, jaga jemarimu  https://t.co/RZffXdG4Ou  Onad  KDRT  Pram  Pertamina  Rigen Tolol Malam Minggu Pesta demokrasi  Pemilu 2024"
negatif,waktu_ghibah,Politik identitas masih jadi ancaman pada pemilu 2024   #PemiluSerentak2024 #stoppolitikidentitas Innalillahi #Extraction2Netflix  Nunung Tolol Jahat Lippo JIMIN IS COMING Juve Mahae Ujan SD Inpres Duren Jamsil Siang Deres #CHENLE Belanda Ratatouille https://t.co/eyozvIdi5V
negatif,waktu_ghibah,Pentingnya cooling system jelang pemilu 2024  #PemiluSerentak2024 #stoppolitikidentitas Innalillahi #Extraction2Netflix  Nunung Tolol Jahat Lippo JIMIN IS COMING Juve Mahae Ujan SD Inpres Duren Jamsil Siang Deres #CHENLE Belanda Ratatouille https://t.co/Y3cRgU95u7
negatif,waktu_ghibah,Polres dan KPU saling bersinergi menghadapi pemilu 2024  #PemiluSerentak2024  #stoppolitikidentitas Innalillahi #Extraction2Netflix  Nunung Tolol Jahat Lippo JIMIN IS COMING Juve Mahae Ujan SD Inpres Duren Jamsil Siang Deres #CHENLE Belanda Ratatouille https://t.co/T9HzOTh5Ck
negatif,ontolohod7,"@PebriyanDwi_P @WongisJawanicus @febrianordinary @inilahdotcom @jokowi @kaesangp Nih udah tolol Masih batu, kalo menurut lu ga etis, ya sebutin ga etis nya dimana.   Pilkada Depok itu 2024, di akhir masa jabatan bapaknya. Pemilu juga lewat sistem terbuka, yang artinya semua Rakyat Depok yang menentukan (JKW jelas gabisa intervensi)."
negatif,AslamMochamad,"@Restty_cayah Plered si muka dukun tolol, lia2 abu jahanam dkk perutnya buncit bagai babi, dia pun mau ngikut jejaknya mumpung menjelang pemilu 2024 lowker untuk buzzeRp laris manis jahanam"
negatif,JoKo16387891,"@Miduk17 Tolol lu....pencurian dikait2kan dg pemilu 2024, dasar otak sungsang"
negatif,darkknight_id,@VIVAcoid Cara lama Dipakai terus Di koar-koar terus survei tertinggi Biar nanti pas pemilu bisa nukar data di center nya Kerjaan 2014 2019 diulangi lagi 2024 Ayo CERDAS. Survei bayaran buat rakyat semakin tolol.
negatif,sugimanto_w,"@Adi_8002 @dennyindrayana Profresor tolol , budek , buta... Pemilu sudah jls 14 pebroari 2024 msh sj kirim surat... Dasar @dennyindrayana tolol..."
negatif,BustoniFikri4,"Pasal 281 Nomor 7 tahun 2017,mengizinkan presiden,wakil presiden dan kepala daerah utk berkampanye"",nah...anehnya orang 2 dungu bin tolol mempermasalahkan cawe - cawe politik presiden,utk cari panggung,anda sehat ngak,atau ada yg mau debat ?... #Pilpres2024 #pemilu2024"""
negatif,bondanwicaksono,"@aribawa7 @dennyindrayana @mohmahfudmd Tidak ada, itu cuma mengada ada Indonesia tidak akan chaos karena urusan Pemilu 2024 Elit politik saja yg tolol, ngipas2i biar seolah akan chaos"
negatif,Yedi_ExTKI,"@dennyindrayana Isi dari UU ketenagakerjaan no 13 tahun 2003 jelas2 lebih menguntungkan kaum buruh dibandingkan UU CILAKA OMNIBUSLAW yg banyak merugikan kaum buruh,adalah bodoh&amp  tolol skli klo ada buruh yg coblos parpol/capres yg jelas2 mendukung &amp  pemrakarsa UU CILAKA OMNIBUSLAW di PEMILU 2024."
negatif,alenkpramodza,@ForRezim @Hilmi28 masih adakah orang tolol di pemilu 2024...
negatif,Gustiar_91,"Dari sini se-YOGYA nya kita belajar bahwa negeri ini sengaja dibiarkan TOLOL demi memberi kesempatan pada kaum pekerja yang punya posisi tawar dalam politik, solusinya : *pemilu 2024 goLput again!*  https://t.co/VwsN1chqz2"
negatif,BumiPutra_NKRI,"@Dennysiregar7 Keberhasilan kalian karena Kardus yg di gembok dan banyak tumbal petugas KPPS yg di vonis karena kelelahan 😁😁😁😁😁😁😁 Jika pemilu 2024 seperti pemilu 2014 Insha Allah kalian hanya pecundang ,karea saat itu saya dan keluarga juga memilih si bajingan tolol (sebut Rocky Gerung)"
negatif,Capili_Mark,Pemilih dalam pemilu 2024 nanti itu kebanyakan dari milenial dan gen-z wajar aja sih kalo dalam segi popularitas dan kepuasan kerja PS-Gibran lebih unggul dari pasangan lain.  https://t.co/9v9QtTHF1j  Gibran Melejit Tifa Tolol Alien Setan Aja Pusing
negatif,Maya_Kusuma_,@DokterTifa Gw sih yakin Pak Ganjar menang di  pemilu 2024 karena kinerjanya jelas bermanfaat bagi rakyat. Kalau tifa tolol jadi gila gara2 itu ya itu bonus 😁😁
negatif,SariwatiG,@Fajar41060715 @DokterTifa Siap kawal dukungan ke Pak Ganjar di pemilu 2024 nanti. Biar orang-orang kayak tifa tolol ini langsung kejang-kejang masuk RSJ. Menarik buat ditonton
negatif,epicentrum_news,"Sepertinya semakin seru pemilihan Bacawapres untuk Pak @prabowo sebelumnya Prabowo Bertemu @ridwankamil , tapi PAN Tetap Usung @erickthohir  Cawapres   #trending { Tifa Tolol , Rempang , SmakinMantab MilihnyaPakbowo } #Pemilu2024 #PemiluDamai https://t.co/oavNUHyEB2"
negatif,_tantri82,@DokterTifa Semoga Ganjar menang di pemilu 2024 biar Tifa Tolol terus hihi
negatif,MilahJuwita1,"Ditengah gempuran berbagai macam Micellar Water, aku lebih enakeun pake @VivaCosmetics Milk Cleanser, jyujyur ini gak bikin kulit iritasi, lembut banget Ter love, apalagi buat kulit sensitif.. cocok banget pake ini   #aseangames #Iphone15 #tolol #presiden #Pemilu2024 #AppleEvent https://t.co/akonxMpxPu"
negatif,SariwatiG,@ch_chotimah2 @DokterTifa Setuju!! Dukung Pak Ganjar di pemilu 2024 nanti. Biar orang-orang kayak tifa tolol ini masuk RSJ sambil kejang-kejang
negatif,SaktiSobirin,PBHI Imbau Masyarakat Tak Dukung Pelanggar HAM di Pemilu 2024  #LONGINESxJOHNNYSUH #Cloud9Ent #VMAs📷  MC SOHEE Kayak Bayi Libya Harry Potter Conjuring 1 iPhone 15 Putri KW Tifa Tolol Narnia Kapolsek https://t.co/8KtWNgWQH1
negatif,BustoniFikri4,"@DokterTifa Hati 2,tulisan anda ini sudah memenuhi unsur delik UU ITE,anda boleh mendukung salah satu capres,tapi demi cari panggung,tdk boleh juga menyebut capres lain tolol"". @DivHumas_Polri @ListyoSigitP  @ganjarpranowo #Pilpres2024 #Pemilu2024"""
negatif,atorvastatinnn,"@islah_bahrawi @AirinDatangLagi gw makin gk kepengen pilih ganjar sih bang. satu keluarga besar udah mau pilih ganjar nih, gw jamin sama lu pemilu 2024 nanti gk ada satupun anggota keluarga gw yang coblos ganjar, males negara dimpimpin sama pendukung yang otaknya tolol kaya elu. lo gd beda sm kadrun"
negatif,NuelMend,"@tgh_009 @tvOneNews Anda yg termasuk goblok dan tolol sert bodoh,baca PKPU no 15 thn 2023 pasal 85 tentang kampanye pemilu 1024 yg di mulai secara serentak 28 nov 2023 s/d 10 peb.2024,kebodohan jgn di pelihara biar otakmu tdk salah memahaminya. Belajar ttg UI pemilu biar kau tdk keliru."
negatif,fajrulafif,"@PartaiSocmed Badut 2024 ni tum. Mayan ada hiburan menjelang pemilu, healing nonton orang tolol"
negatif,r1kicakep,"@Humairah_922 LAWAN   REZIM BAJINGAN TOLOL  DIA YANG BERHUTANG, RAKYAT YANG DIKORBANKAN  Mana capres2 2024, banyak bacot buat suara rakyat  Saat rakyat butuh, buta tuli n bisu  PEMILU 2024 GOLPUT  Semuanya oloigarki n kapitalis"
negatif,AncolMangkrak,"@musniumar Pemilu thn 2024  aja belum, koq pada nyebut paling rumit sih???? Tambah tua pada tambah tolol."
negatif,cleinzy,Mari kita wujudkan Pemilu 2024 aman dan damai  #dukungpemilu2024   Putri Ariani Tolol DPR RI #SayaNUSayaPKB Sulli Bripka Lidahnya LIE BY JIMIN SLEEP CALL Dita https://t.co/MIq02M52LY
negatif,cleinzy,Pemilih muda jadi salah satu indikator keberhasilan Pemilu 2024  #PemiluDamai   Putri Ariani Tolol DPR RI #SayaNUSayaPKB Sulli Bripka Lidahnya LIE BY JIMIN SLEEP CALL Dita https://t.co/Bh4xaDfUqm
negatif,sadidawoaini,"Bahas Pemilu damai 2024, Mendagri: kalau kalah, jangan marah marah  #PemiluDamai   Erick Thohir Yoona Oklin Tolol V IS COMING #AgustD I DO by D.O. Duta HAVE A SAFE FLIGHT JUNGKOOK Cikarang Rafly Jakarta Pagiii https://t.co/2sV6m80ODe"
negatif,sadidawoaini,KPU Gelar doa bersama elite Parpol agar Pemilu 2024 berjalan damai  #PemiluDamai   Erick Thohir Yoona Oklin Tolol V IS COMING #AgustD I DO by D.O. Duta HAVE A SAFE FLIGHT JUNGKOOK Cikarang Rafly Jakarta Pagiii https://t.co/YFHJeXx009
negatif,welcomeee9,Pers berperan penting meminimalisir politik identitas di Pemilu 2024  #SukseskanPemilu2024  Innalillahi Hojlund Messi yoon jeonghan Onana De Gea Zoro Nasdem Maguire Sanggup Havert Tolol Senin https://t.co/vTrQeIKiBO
negatif,welcomeee9,"Jokowi : politik identitas dan SARA, saya harap tak terjadi pada Pemilu 2024  #SukseskanPemilu2024  Innalillahi Hojlund Messi yoon jeonghan Onana De Gea Zoro Nasdem Maguire Sanggup Havert Tolol Senin https://t.co/NWSQtlds6E"
negatif,NusantaraProtec,Waspada Hoaks Jelang Pemilu 2024 Jangan mudah Terprovokasi  Innalillahi Hojlund Messi yoon jeonghan Onana De Gea Zoro Nasdem Maguire Sanggup Havert Tolol Senin https://t.co/jUl33uUQxU
negatif,NusantaraProtec,Pers berperan penting meminimalisir politik identitas di Pemilu 2024  #SukseskanPemilu2024 Innalillahi Hojlund Messi yoon jeonghan Onana De Gea Zoro Nasdem Maguire Sanggup Havert Tolol Senin https://t.co/c96Nu9Y12K
negatif,NusantaraProtec,"Jokowi : politik identitas dan SARA, saya harap tak terjadi pada Pemilu 2024  #SukseskanPemilu2024Innalillahi Hojlund Messi yoon jeonghan Onana De Gea Zoro Nasdem Maguire Sanggup Havert Tolol Senin https://t.co/WmBerWH2jm"
negatif,NusantaraProtec,"Amankan Pemilu 2024, Mabes Polri kirim personil tambahan ke papua  #PemiluDamai  Innalillahi Hojlund Messi yoon jeonghan Onana De Gea Zoro Nasdem Maguire Sanggup Havert Tolol Senin https://t.co/vUYbZMTw6r"
negatif,cleinzy,Waspada hoaks jelang Pemilu 2024 jangan mudah terprovokasi  #dukungpemilu2024  Innalillahi Hojlund Messi yoon jeonghan Onana De Gea Zoro Nasdem Maguire Sanggup Havert Tolol Senin https://t.co/BDaVdULbly
negatif,cleinzy,"Jokowi : politik identitas dan SARA, saya harap tak terjadi pada Pemilu 2024  #SukseskanPemilu2024  Innalillahi Hojlund Messi yoon jeonghan Onana De Gea Zoro Nasdem Maguire Sanggup Havert Tolol Senin https://t.co/K4TJ3nedGR"
negatif,cleinzy,Pers berperan penting meminimalisir politik identitas di Pemilu 2024  #SukseskanPemilu2024  Innalillahi Hojlund Messi yoon jeonghan Onana De Gea Zoro Nasdem Maguire Sanggup Havert Tolol Senin https://t.co/DDI2w9Gc23
negatif,cleinzy,"Amankan Pemilu 2024, Mabes Polri kirim personil tambahan ke papua  #PemiluDamai   Innalillahi Hojlund Messi yoon jeonghan Onana De Gea Zoro Nasdem Maguire Sanggup Havert Tolol Senin https://t.co/aIdFghoPF7"
negatif,sadidawoaini,Waspada hoaks jelang Pemilu 2024 jangan mudah terprovokasi  #dukungpemilu2024  Innalillahi Hojlund Messi yoon jeonghan Onana De Gea Zoro Nasdem Maguire Sanggup Havert Tolol Senin https://t.co/lCsMW9M1Gi
negatif,sadidawoaini,Pers berperan penting meminimalisir politik identitas di Pemilu 2024  #SukseskanPemilu2024  Innalillahi Hojlund Messi yoon jeonghan Onana De Gea Zoro Nasdem Maguire Sanggup Havert Tolol Senin https://t.co/VDVQhkEgFf
negatif,sadidawoaini,"Jokowi : politik identitas dan SARA, saya harap tak terjadi pada Pemilu 2024  #SukseskanPemilu2024  Innalillahi Hojlund Messi yoon jeonghan Onana De Gea Zoro Nasdem Maguire Sanggup Havert Tolol Senin https://t.co/5WNNAK9ksT"
negatif,sadidawoaini,"Amankan Pemilu 2024, Mabes Polri kirim personil tambahan ke papua  #PemiluDamai   Innalillahi Hojlund Messi yoon jeonghan Onana De Gea Zoro Nasdem Maguire Sanggup Havert Tolol Senin https://t.co/fJtcAlrkjT"
negatif,hermanpanca07,"@Umar_Hasibuan__ Pendaftaran capres dan cawapres pada Pemilu 2024 akan dibuka pada 19 Oktober 2023-25 November 2023. Politik itu berebut kekuasaan, bukan langkah tolol untuk cuma cari muka..🤪"
negatif,hermanpanca07,"@Fahrihamzah Pendaftaran capres dan cawapres pada Pemilu 2024 akan dibuka pada 19 Oktober 2023-25 November 2023. Politik itu berebut kekuasaan, bukan langkah tolol untuk cuma cari muka..🤪"
negatif,hermanpanca07,"@ekokuntadhi1 @AgusYudhoyono @cakimiNOW Pendaftaran capres dan cawapres pada Pemilu 2024 akan dibuka pada 19 Oktober 2023-25 November 2023. Politik itu berebut kekuasaan, bukan langkah tolol untuk cuma cari muka..🤪"
negatif,hermanpanca07,"@Jhonkosmik Pendaftaran capres dan cawapres pada Pemilu 2024 akan dibuka pada 19 Oktober 2023-25 November 2023. Politik itu berebut kekuasaan, bukan langkah tolol untuk cuma cari muka..🤪"
negatif,joyo_kacer,"@MurtadhaOne1 Percuma klu saat ini, rezim ini sdh diujung usia, pemilu 2024 menangkan pak ANIES baeu itu bisa penjarakan semua bajingan2 tolol itu hancurkan para buzzerp sampah itu."
negatif,kreshnadeva,@Ignastherry @poisedon_1991 @Giring_Ganesha @gibran_tweet nahh...  tolol lu benanah...  DEMI ALLAH SAYA TIDAK RELA PIMPINAN TERTINGGI NEGARA SAYA DIRENDAHKAN OLEH SEKELOMPOK ELITE PARTAI &amp  PARA KECOAK PENDUKUNG NYA.  Bye bye... ParTAI PEJUHwangan  Cukup 4X Pemilu gw pilih. Gak sabar nunggu hasil pemilu 2024. Saat si sombong mewek massal
negatif,RinduBae_Wish,"@gibran_tweet Adlh contoh buruk bagi anak muda yg TOLOL BIADAB RAKUS KEKUASAAN @bawaslu_RI @KPU_ID jk tdk ditindakbtegas ,pelanggaran sprti inilah jd cikal bakal kecurangan pemilu2024"
negatif,abunekk,"Spt kata mereka. Siklus org tolol di Indonesia. 2014 Plh pdip, stlh menang dikibulin, kemudian pemilu 2019, pilih pdip lagi, terus ngeluh dengan tdl dan kebutuhan hidup yg mahal. Nanti 2024 Pilih pdip lg kemudian jadi gelandangan dijalan. Dasar beban bangsa, gak mau diajak maju"
negatif,WygionMochammad,"Menjelang pesta pemilu di tahun 2024, cukong-cukong politik sudah mulai berkeliaran. Siapa cukong politik? Ya, mereka yang berburu uang/bayaran dengan cara menjadi makelar para kandidat yang mencalonkan diri, baik itu tingkat caleg maupun capres. Bajingan Tolol!!"
negatif,PialaSoe,"@liaasister @DontcryindoKid sabar ditunggu saja, nanti setelah pemilu 2024 selesai maka dia dimunculkan. dgn sebuah sikon sih bila kerbau tolol kalah, tpi bila menang maka masiku akan hilang selamanya."
negatif,bondanwicaksono,"@RatuTitik @PartaiSocmed @PDI_Perjuangan Nah, PDIP saja tdk setuju. Dan yg akan dibahas pun pasal 33, itupun setelah Pemilu 2024 asumsinya terlalu jauh melenceng dan orang2 TOLOL dan GOBLOG ngikuuut aja."
negatif,saeedamana1,"@HidayatNatari Kita tunggu pemilu 2024,pilih lah pemimpin yg ga hobby ngibul,ga nepotisme,ga tolol,ga bajingan,ga pro iblis ,gitu aja kok repot 🤭"
negatif,G03NT03R_,Otakmu kena shipilis ya. Jelas penundaan pemilu itu untuk masa darurat. Bukan untuk tahun 2024. Pemilu 2024 itu sesuai jadwal.. baca dulu isi berita. Atau niatmu memang busuk untuk menghasut yg baca. Jika orang tolol langsung percaya hasutanmu.
negatif,G03NT03R_,SAID DIDU TOLOL PARAH. GOBLOK NYA TERLALU. BACA DULU ISINYA . JANGAN ASAL NULIS . NARASIMU MENGANDUNG PROVOKASI . PENUNDAAN PEMILU BUKAN UNTUK TAHUN. 2024. PENUNDAAN PEMILU ITU UNTUK MASA DARURAT. JIKA WAKTU PEMILU ADA PANDEMI.  UU ITU UNTUK TAHUN SETELAH 2024. GOBLOK LU DIDU.
negatif,5ulam_4ja,"Jokes menuju pemilu 2024 Memilih calon presiden, penting untuk mempertimbangkan gagasan dan program yang ditawarkan oleh para calon, serta memperhatikan kualitas kampanye dan kondisi politik dan ekonomi di Indonesia.  Presiden Bajingan Tolol Nge X Bareskrim Kapolda Profesor DPRD"
negatif,ahmad_ridho31,@VIVAcoid Memang PAN msih sampe 3 % di pemilu 2024 ? Orang tolol dan bodoh yg mau nyoblos PAN
negatif,ArdoyantoE,"Tidak diGUNAKAN sekarang Pak HAKIM tapi buat SYARAT 2029!kalau dipakai SEKARANG ya TOLOL n NGAJAK RUSUH namanya....dah gtu UU KPU atau PEMILUnya ya harus diRUBAH sekarang?! akhir TERLAKSANA deh  PENUNDAAN PEMILU 2024,Licik kan?! https://t.co/ZFrvWLJzzr"
negatif,cleinzy,Apa saja yang menjadi peserta PEmilu 2024  #dukungpemilu2024   Surabaya LPDP Tony Montana #AjiOut #YoonA #DPRIAN L-1485 Japan Airlines Umur 17 Pukis Tolol PBSI Kampusku Sunny https://t.co/OvM7O93EBA
negatif,sadidawoaini,Apa saja yang menjadi peserta PEmilu 2024  #dukungpemilu2024   Surabaya LPDP Tony Montana #AjiOut #YoonA #DPRIAN L-1485 Japan Airlines Umur 17 Pukis Tolol PBSI Kampusku Sunny https://t.co/CUzvwdSJtq
negatif,NusantaraProtec,"KPU dan Bawaslu dorong Partisipasi Perempuan dalam Pemilu 2024 #dukungpemilu2024, #SukseskanPemilu2024  Rocky Gerung | BABY MONSTER | My Name | Yumi | Bajingan Tolol | Jokowi | Itaewon | Helena | THINKING ABOUT MIN YOONGI | Umur 17 | Cancer | Sarapan | Pagii | UN VILLAGE | Haein https://t.co/anQ3eli1Nw"
negatif,NusantaraProtec,Waspada hoax jelang pemilu 2024 #PemiluDamai #PemiluTanpaPolitikIdentitas #WaspadaHoax #WaspdaProvokasi  Rocky Gerung | BABY MONSTER | My Name | Yumi | Bajingan Tolol | Jokowi | Itaewon | Helena | THINKING ABOUT MIN YOONGI | Umur 17 | Cancer | Sarapan | Pagii | UN VILLAGE | Haein https://t.co/yg6vuX9j7e
negatif,NusantaraProtec,Ciptakan pemilu 2024 Aman damai dan sejuk tanpa hoax #PemiluDamai #PemiluTanpaPolitikIdentitas   Rocky Gerung | BABY MONSTER | My Name | Yumi | Bajingan Tolol | Jokowi | Itaewon | Helena | THINKING ABOUT MIN YOONGI | Umur 17 | Cancer | Sarapan | Pagii | UN VILLAGE | Haein https://t.co/O6PTrAR629
negatif,diaharmayanti1,KPU dan Bawaslu dorong partisipasi perempuan dalam pemilu 2024  #dukungpemilu2024 Cek WA Bajingan Tolol Jokowi https://t.co/gAQfH7invp
negatif,diaharmayanti1,Yuk ciptakan pemilu 2024 damai tanpa hoax  #PemiluDamai Cek WA Bajingan Tolol Jokowi https://t.co/9CGm2m6ZQI
negatif,diaharmayanti1,Ciptakan pemilu 2024 aman dama dan tanpa hoax  #PemiluDamai Cek WA Bajingan Tolol Jokowi https://t.co/coMirA5qm1
negatif,diaharmayanti1,Waspada isu politik sara jelang pemilu 2024  #PemiluDamai Cek WA Bajingan Tolol Jokowi https://t.co/KluXQAWtTB
negatif,Wahyudi87677017,Ingat pemilu 2024 jangan pilih orang ini... Boss lo ngemis2 minta dukungan ke jokowi tapi pendukungan kok bangsat dan tolol begini ya...  @Gerindra  @Fraksi_Gerindra  @prabowo
negatif,fitri_yuningsi,Gen Z dan gaya politik Gibran untuk pemenangan Pemilu 2024 🇮🇩💪  || drama memew Malam Jumat 10 M Bajingan Tolol BABY MONSTER Mas Ian Rocky Gerung V IS COMING BMKG Kuningan Ciro NEW JEANS Helena Jaket Tumben YG || https://t.co/7nAuCJN4C2
negatif,eyyyriff,"@jokowi Ehh.. ada anak muda ngga tau malu, maju jadi capres dari hasil pelanggaran kode etika  MK .. tapi anda masih lebih ngga tau malu membuat tweet tentang pemilu 2024 .. ternyata ehh ternyata ngikutin jejak anda dulu baru berapa taun jadi gubernur langsung haus jabatan .. wkwkwk"
negatif,cleinzy,Waspadai penggunaan politik identitas di Pemilu 2024  #SukseskanPemilu2024  Rendy Kjaernett Lisa Mas Ian Umur 25 Jisoo Panji Gumilang WAIT WHAT Haein Jokowi Bajingan Tolol Dispatch https://t.co/CCCAjO0fOg
negatif,cleinzy,Cegah politik identitas pada pemilu 2024  #SukseskanPemilu2024  Rendy Kjaernett Lisa Mas Ian Umur 25 Jisoo Panji Gumilang WAIT WHAT Haein Jokowi Bajingan Tolol Dispatch https://t.co/EQ22uz1MVR
negatif,cleinzy,"Pemilu 2024 jadi sejarah baru, masyarakat harus aktif di setiap tahapan  #PemiluSerentak2024  Rendy Kjaernett Lisa Mas Ian Umur 25 Jisoo Panji Gumilang WAIT WHAT Haein Jokowi Bajingan Tolol Dispatch https://t.co/W6xw8bA3vh"
negatif,cleinzy,Pemkab bandung siap wujudkan Pemilu 2024 yang aman dan damai  #PemiluSerentak2024  Rendy Kjaernett Lisa Mas Ian Umur 25 Jisoo Panji Gumilang WAIT WHAT Haein Jokowi Bajingan Tolol Dispatch https://t.co/kkFaAekwnS
negatif,cleinzy,Wakil wali kota tangerang ajak ormas jadi peredam konflik jelang Pemilu 2024  #PemiluSerentak2024  Rendy Kjaernett Lisa Mas Ian Umur 25 Jisoo Panji Gumilang WAIT WHAT Haein Jokowi Bajingan Tolol Dispatch https://t.co/R76x1utzkV
negatif,NusantaraProtec,"5 Arahan Presiden Jokowi terkait kesiapan pelaksanaan pemilu serentak  2024 #dukungpemilu2024, #SukseskanPemilu2024 #PemiluDamai  jisoo | V IS COMING | Tumben YG | jennie | PLOT TWIST | Dispatch | Lisa | Umur 25 | drama memew | Bajingan Tolol | Jakarta International Stadium https://t.co/QtazUTOaBS"
negatif,NusantaraProtec,Cegah Politik Identitas Pada Pemilu 2024 #SukseskanPemilu2024 #PemiluTanpaHoaks  jisoo | V IS COMING | Tumben YG | jennie | PLOT TWIST | Dispatch | Lisa | Umur 25 | drama memew | Bajingan Tolol | Jakarta International Stadium | Rocky Gerung | See You in My 19th Life | https://t.co/9t0Gz0gNrX
